3.5704303962441544 sec 1.7597822398693082
1.2066819770097423 sec 5.206989181665113
0.6992976865833381 sec 8.984986108989805
0.48713266559781854 sec 12.898293306381252
0.36099553137568113 sec 17.40514619684091
0.2793574638242845 sec 22.491541532436422
0.22388682480610245 sec 28.06408999476212
0.18450824520988232 sec 34.053654311506456
0.15519397426767273 sec 40.48597910871853
0.13246059461897894 sec 47.43433334323675
0.11338020928450675 sec 55.41690247046129
0.09856581669528569 sec 63.74603499126202
0.08665838483025985 sec 72.50515933694167
0.07614384025803227 sec 82.51724602683404
0.06695546980973052 sec 93.84117560305545
0.059396926467385876 sec 105.782914599967
0.0530750931965226 sec 118.38283499070076
0.04747215434898134 sec 132.35506342961713
0.04280719289875714 sec 146.77860365336932
0.038020892702239496 sec 165.2559830513898
0.0024341320979641857 sec 2581.2814371311274
0.001989660606134453 sec 3157.915465898011
0.0014821895853784773 sec 4239.120327104167
0.0011138336475744913 sec 5641.03985696822
0.0009253978139945403 sec 6789.706983289967
0.0008819567822327141 sec 7124.135928853386
0.0008132731622479839 sec 7725.792872142174
0.0007154932976575636 sec 8781.60567061963
0.0005699681642569359 sec 11023.738506853877
0.0005554439622748364 sec 11311.996216984804
